,bucket_year,style_id,Unnamed: 0,diatonic_pct,triad_pct,mode_sin,mode_cos,step_range,ioi_mean,n_peaks,repeat_ratio,pitch_mean,cluster_id,intra_sd,cluster_size,song_title,performer,is_representative,major,is_new_style,rep_source
0,1958,2,0.0,0.8858363429157642,0.6676709013234304,0.4338837391175582,-0.900968867902419,23.0,0.85897440478125,10.0,0.4545454545454545,61.48484848484848,0.0,0.0521839840636319,591.0,The Purple People Eater Meets The Witch Doctor,Joe South,0.0,1.0,1.0,medoid
1,1958,3,1.0,0.919420985995777,0.59089108320014,0.0,1.0,23.0,0.8244902364857144,9.0,0.5,60.36111111111112,1.0,0.0534019440353104,412.0,Jump Over,Freddy Cannon,1.0,1.0,0.0,medoid
2,1958,1,2.0,0.950626315330664,0.6259539144879275,0.7818314824680298,0.6234898018587336,25.0,0.7083761069210526,9.0,0.6410256410256411,58.61538461538461,2.0,0.0359352802561245,1405.0,Cradle Of Love,Johnny Preston,0.0,1.0,1.0,medoid
3,1958,4,,0.7896352232798128,0.6508336723538638,-0.9749279121818236,-0.2225209339563146,22.0,0.8096265853448276,7.0,0.5333333333333333,58.86666666666667,,,198.0,Plain Jane,Bobby Darin,,,,top1
4,1958,5,,0.8991090971920113,0.5678134877101122,0.9749279121818236,-0.2225209339563143,22.0,0.7015677672682927,9.0,0.4761904761904761,60.333333333333336,,,285.0,I Told Myself A Lie,Clyde McPhatter,,,,top1
5,1963,2,5.0,0.9057277259460864,0.5712317738890683,0.4338837391175582,-0.900968867902419,23.0,0.7657902998333334,8.0,0.5405405405405406,61.891891891891895,2.0,0.0367379300897128,563.0,Go-Go Girl,Lee Dorsey,0.0,1.0,1.0,medoid
6,1963,3,3.0,0.9314940436277503,0.5909151797921867,0.0,1.0,19.0,0.8402032012941176,10.0,0.5142857142857142,57.74285714285714,0.0,0.0341349080558014,443.0,Stout-Hearted Men,Barbra Streisand,0.0,1.0,0.0,medoid
7,1963,1,7.0,0.960077496092988,0.6224696154029122,0.7818314824680298,0.6234898018587336,22.0,0.8554376870666667,10.0,0.5483870967741935,58.774193548387096,4.0,0.025855826128464,1442.0,Hanky Panky,Tommy James And The Shondells,0.0,1.0,1.0,medoid
8,1963,4,4.0,0.8085017305107598,0.6665026844310917,-0.9749279121818236,-0.2225209339563146,22.0,0.8128208909354839,8.0,0.46875,63.40625,1.0,0.0400082111908353,267.0,Stay Away From My Baby,Ted Taylor,0.0,0.0,1.0,medoid
9,1963,5,6.0,0.9102872447002458,0.5711140918326776,0.9749279121818236,-0.2225209339563143,21.0,0.559633996173077,10.0,0.5660377358490566,62.79245283018868,3.0,0.026541067493584,413.0,(There's) Always Something There To Remind Me,Sandie Shaw,0.0,0.0,0.0,medoid
10,1968,2,9.0,0.9331606962662852,0.5872498765189824,0.4338837391175582,-0.900968867902419,18.0,0.8264805183142858,10.0,0.6111111111111112,63.888888888888886,1.0,0.0407414651583517,547.0,"Promises, Promises",Dionne Warwick,0.0,1.0,1.0,medoid
11,1968,3,11.0,0.8946673841548092,0.6624953727281595,0.0,1.0,21.0,0.8324513638000001,8.0,0.5833333333333334,59.5,3.0,0.0343197943965715,365.0,Take A Look Around,Smith,0.0,1.0,0.0,medoid
12,1968,1,10.0,0.946848708265816,0.6445196968905026,0.7818314824680298,0.6234898018587336,20.0,0.7925577475555555,10.0,0.6486486486486487,59.51351351351352,2.0,0.0273729878272323,1128.0,Up On The Roof,Laura Nyro,0.0,1.0,1.0,medoid
13,1968,4,12.0,0.7815618546471883,0.5619788574233855,-0.9749279121818236,-0.2225209339563146,19.0,0.8811059240312501,7.0,0.4848484848484848,63.21212121212121,4.0,0.0410326627220735,322.0,(You've Got) Personality And Chantilly Lace,Mitch Ryder,1.0,0.0,1.0,medoid
14,1968,5,8.0,0.928630508451232,0.5975843005726563,0.9749279121818236,-0.2225209339563143,17.0,0.8108899773142857,7.0,0.5277777777777778,60.72222222222222,0.0,0.025941497564181,422.0,Turn On A Dream,The Box Tops,0.0,0.0,0.0,medoid
15,1973,2,15.0,0.8869002361341457,0.6528842317546186,0.4338837391175582,-0.900968867902419,21.0,0.7636064717567568,8.0,0.5789473684210527,62.0,2.0,0.0390430931264497,495.0,Reaching For The World,Harold Melvin And The Blue Notes,0.0,1.0,1.0,medoid
16,1973,3,13.0,0.9022386703603426,0.5769888233308306,0.0,1.0,18.0,0.8094709083529412,9.0,0.5142857142857142,60.114285714285714,0.0,0.0323286575542779,294.0,I Get High On You,Sly Stone,0.0,1.0,0.0,medoid
17,1973,1,14.0,0.9552878867771388,0.6356939073441676,0.7818314824680298,0.6234898018587336,18.0,0.724041201825,10.0,0.6585365853658537,62.0,1.0,0.0307681401989783,951.0,I'll Get Over You,Crystal Gayle,0.0,1.0,1.0,medoid
18,1973,4,16.0,0.7597981560921725,0.5730877453351089,-0.9749279121818236,-0.2225209339563146,18.0,1.082543613,6.0,0.4285714285714285,63.392857142857146,3.0,0.0408450043503279,239.0,Living For The City,Stevie Wonder,0.0,0.0,1.0,medoid
19,1973,5,17.0,0.930418000824474,0.5546899764160445,0.9749279121818236,-0.2225209339563143,21.0,0.7429040525641025,10.0,0.5,63.6,4.0,0.0247685399573632,265.0,Let There Be Music,Orleans,1.0,0.0,0.0,medoid
20,1978,2,20.0,0.8849915366532548,0.6010876706580159,0.4338837391175582,-0.900968867902419,18.0,0.91811272675,8.0,0.5454545454545454,64.42424242424242,2.0,0.0402963793436663,467.0,Living Inside Myself,Gino Vannelli,0.0,1.0,1.0,medoid
21,1978,3,19.0,0.9519033646995316,0.629467353762183,0.7818314824680298,0.6234898018587336,22.0,0.8138427059722222,9.0,0.6756756756756757,60.67567567567568,1.0,0.041297929574774,1330.0,Will You Still Love Me Tomorrow,Dave Mason,0.0,1.0,0.0,medoid
22,1978,1,,0.9519033646995316,0.629467353762183,0.7818314824680298,0.6234898018587336,22.0,0.8138427059722222,9.0,0.6756756756756757,60.67567567567568,,,842.0,Will You Still Love Me Tomorrow,Dave Mason,,,,top1
23,1978,4,18.0,0.8117946365748842,0.6614162450809481,-0.9749279121818236,-0.2225209339563146,15.0,1.09855843992,6.0,0.5,65.23076923076923,0.0,0.0390352440388128,195.0,Shake Your Groove Thing,Peaches & Herb,0.0,0.0,1.0,medoid
24,1978,5,,0.8694326037803984,0.5647944370380206,0.9749279121818236,-0.2225209339563143,20.0,0.686889274375,10.0,0.6097560975609756,63.90243902439025,,,274.0,Make That Move,Shalamar,,,,top1
25,1983,2,22.0,0.939770455629186,0.6298455114710948,0.4338837391175582,-0.900968867902419,17.0,0.7352547875161292,8.0,0.5,63.125,1.0,0.0380235139584656,517.0,Looking For A New Love,Jody Watley,1.0,1.0,1.0,medoid
26,1983,3,,0.8987195555471332,0.5949755213989439,0.0,1.0,18.0,0.7123282340487805,9.0,0.5,62.45238095238095,,,252.0,You're Only Human (Second Wind),Billy Joel,,,,top1
27,1983,1,21.0,0.9671920112440168,0.6272417940017115,0.7818314824680298,0.6234898018587336,21.0,0.7179916376341462,8.0,0.6666666666666666,62.833333333333336,0.0,0.0415663866797256,1139.0,Thin Line Between Love And Hate,Pretenders,0.0,1.0,1.0,medoid
28,1983,4,23.0,0.8960123809442192,0.6898493281482597,-0.9749279121818236,-0.2225209339563146,14.0,0.9402389583870968,7.0,0.625,64.65625,2.0,0.0464719966823216,234.0,All She Wants to Do Is Dance,Don Henley,0.0,0.0,1.0,medoid
29,1983,5,,0.8967127153784242,0.5864952863804069,0.9749279121818236,-0.2225209339563143,20.0,0.9429423129333332,9.0,0.6129032258064516,61.83870967741935,,,234.0,Talk Dirty To Me,Poison,,,,top1
30,1988,2,26.0,0.9397461281874576,0.6360111879553698,0.4338837391175582,-0.900968867902419,15.0,0.9173935191290322,8.0,0.59375,61.15625,2.0,0.0408810379446804,489.0,Heat Of The Moment,After 7,0.0,1.0,1.0,medoid
31,1988,3,24.0,0.9553731413790048,0.5884504299431343,0.7818314824680298,0.6234898018587336,16.0,0.819970194,9.0,0.6486486486486487,60.45945945945946,0.0,0.0429535635188613,953.0,The End Of The Innocence,Don Henley,0.0,1.0,0.0,medoid
32,1988,1,,0.9620926696481468,0.6752363701885048,0.7818314824680298,0.6234898018587336,25.0,0.8430106859375002,9.0,0.6666666666666666,56.93939393939394,,,604.0,Alphabet St.,Prince,,,,top1
33,1988,4,25.0,0.8451991730664422,0.6533697100398941,-0.9749279121818236,-0.2225209339563146,18.0,0.7557325933947368,9.0,0.5897435897435898,61.76923076923077,1.0,0.0438766846390692,265.0,Breakdown,Seduction,0.0,0.0,1.0,medoid
34,1988,5,,0.9106416566434734,0.6027988008102273,0.9749279121818236,-0.2225209339563143,19.0,0.8643386697000001,10.0,0.5483870967741935,65.96774193548387,,,183.0,The Rumour,Olivia Newton-John,,,,top1
35,1993,2,28.0,0.9663291026924712,0.6084400955572822,0.4338837391175582,-0.900968867902419,14.0,0.7808645461891891,9.0,0.631578947368421,61.526315789473685,1.0,0.0359906041281558,295.0,Candy Everybody Wants,"10,000 Maniacs",0.0,1.0,1.0,medoid
36,1993,3,,0.9733866625802298,0.6429645775590962,0.0,1.0,23.0,0.699238030452381,10.0,0.4883720930232558,57.88372093023256,,,200.0,Hold On,Jamie Walters,,,,top1
37,1993,1,27.0,0.9571833054508168,0.6068255022148399,0.7818314824680298,0.6234898018587336,17.0,0.6674488068095238,9.0,0.6976744186046512,59.88372093023256,0.0,0.0469048253710826,859.0,Knocks Me Off My Feet,Donell Jones,0.0,1.0,1.0,medoid
38,1993,4,29.0,0.8112848604228137,0.5153386169843936,-0.9749279121818236,-0.2225209339563146,14.0,0.9954747673793104,7.0,0.6333333333333333,59.66666666666666,2.0,0.0382917112167149,218.0,Spin Spin Sugar,Sneaker Pimps,0.0,0.0,1.0,medoid
39,1993,5,,0.9029829179224976,0.588371952931054,0.9749279121818236,-0.2225209339563143,21.0,0.7120086287105263,10.0,0.5641025641025641,60.7948717948718,,,160.0,Return To Innocence,Enigma,,,,top1
40,1998,2,31.0,0.9290426033847164,0.6424182554551559,0.4338837391175582,-0.900968867902419,15.0,0.5481986394528302,12.0,0.7037037037037037,58.46296296296296,1.0,0.0352002981396673,376.0,Don't Talk,Jon B,0.0,1.0,1.0,medoid
41,1998,3,,0.919660937436665,0.6323908244624004,0.0,1.0,20.0,0.6800468336829267,11.0,0.4523809523809524,58.90476190476191,,,188.0,If You Ever Have Forever In Mind,Vince Gill,,,,top1
42,1998,1,32.0,0.9904719407669724,0.6229766891349054,0.7818314824680298,0.6234898018587336,18.0,0.736521927425,11.0,0.7073170731707317,59.829268292682926,2.0,0.0428105238113865,890.0,Hold On To Me,John Michael Montgomery,1.0,1.0,1.0,medoid
43,1998,4,30.0,0.8486877212350038,0.5364836955183695,-0.9749279121818236,-0.2225209339563146,18.0,1.315632369625,6.0,0.5294117647058824,58.88235294117647,0.0,0.0536580319599288,216.0,My Way,Limp Bizkit,0.0,0.0,1.0,medoid
44,1998,5,,0.9094696481707112,0.5073737012350984,0.9749279121818236,-0.2225209339563143,17.0,0.6896746197560975,9.0,0.5238095238095238,61.88095238095238,,,124.0,When You Believe,Whitney Houston & Mariah Carey,,,,top1
45,2003,2,34.0,0.968747380978786,0.6436645678636574,0.4338837391175582,-0.900968867902419,23.0,0.6513321642666667,10.0,0.7608695652173914,63.73913043478261,1.0,0.036914611770509,389.0,Baby I Love U,Jennifer Lopez,0.0,1.0,1.0,medoid
46,2003,3,,0.9246817938765024,0.5598989112846366,0.0,1.0,18.0,0.636110194,11.0,0.5434782608695652,60.10869565217392,,,141.0,Wind It Up,Gwen Stefani,,,,top1
47,2003,1,33.0,0.9852344778298238,0.6922195479930463,0.7818314824680298,0.6234898018587336,20.0,0.694488512804878,10.0,0.7380952380952381,60.07142857142857,0.0,0.046542837511149,980.0,Down,RKM & Ken-Y,0.0,1.0,1.0,medoid
48,2003,4,35.0,0.8923778923873028,0.54812302221242,-0.9749279121818236,-0.2225209339563146,12.0,1.1835153817083333,5.0,0.64,58.24,2.0,0.0464549853677487,245.0,We Run This,Missy Elliott,0.0,0.0,1.0,medoid
49,2003,5,,0.9096063555476056,0.5876352734920816,0.9749279121818236,-0.2225209339563143,18.0,0.6738066515714285,11.0,0.5581395348837209,60.627906976744185,,,139.0,Put That Woman First,Jaheim,,,,top1
50,2008,2,36.0,0.9776139721313932,0.691664144739563,0.4338837391175582,-0.900968867902419,17.0,0.6588795378333333,10.0,0.813953488372093,61.604651162790695,0.0,0.0367487910520147,428.0,Give It 2 Me,Madonna,0.0,1.0,1.0,medoid
51,2008,3,,0.885453561650714,0.595411383202148,0.0,1.0,21.0,0.8307927955714286,10.0,0.5,59.66666666666666,,,154.0,BB Good,Jonas Brothers,,,,top1
52,2008,1,38.0,0.9923458727908044,0.6743095081585965,0.7818314824680298,0.6234898018587336,20.0,0.6242422171777778,12.0,0.8043478260869565,60.28260869565217,2.0,0.0441400500151563,1418.0,Up All Night,Blink-182,0.0,1.0,1.0,medoid
53,2008,4,37.0,0.926978504774643,0.6421239646637801,-0.9749279121818236,-0.2225209339563146,21.0,1.221731557041667,5.0,0.72,59.0,1.0,0.0504947481365854,221.0,Buzzin',Shwayze Featuring Cisco Adler,0.0,0.0,1.0,medoid
54,2008,5,,0.9576469649485666,0.5854895896111442,0.9749279121818236,-0.2225209339563143,20.0,0.7854627614166667,9.0,0.5675675675675675,60.86486486486486,,,142.0,Footloose,Blake Shelton,,,,top1
55,2013,2,40.0,0.981555602225883,0.6360032646113468,0.4338837391175582,-0.900968867902419,16.0,0.8044902242499998,11.0,0.8648648648648649,62.0,1.0,0.0356071682835985,528.0,Back Up,DeJ Loaf Featuring Big Sean,0.0,1.0,1.0,medoid
56,2013,3,,0.9247569302066854,0.6686415749152902,0.0,1.0,26.0,1.02314923875,10.0,0.5172413793103449,49.0,,,116.0,Hallelujah,Leonard Cohen,,,,top1
57,2013,1,41.0,0.9952115830037204,0.6717277990480253,0.7818314824680298,0.6234898018587336,19.0,0.6533961602444444,11.0,0.8043478260869565,58.15217391304348,2.0,0.0437321627264216,1161.0,Backroad Song,Granger Smith,0.0,1.0,1.0,medoid
58,2013,4,39.0,0.903646552148982,0.6272999062365165,-0.9749279121818236,-0.2225209339563146,21.0,0.7868264264324325,8.0,0.7105263157894737,60.23684210526316,0.0,0.0452602577120795,241.0,L.A.LOVE (la la),Fergie,0.0,0.0,1.0,medoid
59,2013,5,,0.9049339353569352,0.5625811997230826,0.9749279121818236,-0.2225209339563143,21.0,0.5630953213877551,13.0,0.4,61.56,,,102.0,What The World Needs Now Is Love,Broadway For Orlando,,,,top1
